Epoch 45 [17.2s + 4.0s]: train==[0.92328=0.79551 + 0.12777 + 0.00000], recall=[0.62414, 0.75931], precision=[0.61654, 0.37542], hit=[0.97950, 0.99246], ndcg=[0.80199, 0.89143], map=[0.86470, 0.81014], mrr=[0.90815, 0.90996], f1=[0.61992, 0.50218]
Epoch 46 [17.4s + 4.1s]: train==[0.91532=0.78622 + 0.12911 + 0.00000], recall=[0.62673, 0.76085], precision=[0.61914, 0.37619], hit=[0.97985, 0.99265], ndcg=[0.80364, 0.89241], map=[0.86615, 0.81173], mrr=[0.90900, 0.91080], f1=[0.62251, 0.50320]
Epoch 47 [17.3s + 4.0s]: train==[0.89620=0.76564 + 0.13056 + 0.00000], recall=[0.62820, 0.76171], precision=[0.62058, 0.37660], hit=[0.97985, 0.99290], ndcg=[0.80414, 0.89246], map=[0.86532, 0.81205], mrr=[0.90809, 0.90992], f1=[0.62397, 0.50376]
Epoch 48 [17.3s + 4.2s]: train==[0.88805=0.75624 + 0.13181 + 0.00000], recall=[0.62861, 0.76222], precision=[0.62101, 0.37686], hit=[0.97992, 0.99268], ndcg=[0.80418, 0.89252], map=[0.86548, 0.81234], mrr=[0.90788, 0.90967], f1=[0.62439, 0.50410]
Epoch 49 [17.2s + 3.9s]: train==[0.86652=0.73326 + 0.13326 + 0.00000], recall=[0.63040, 0.76482], precision=[0.62276, 0.37815], hit=[0.97966, 0.99309], ndcg=[0.80440, 0.89338], map=[0.86727, 0.81341], mrr=[0.90899, 0.91087], f1=[0.62616, 0.50582]
Epoch 50 [17.1s + 4.0s]: train==[0.84887=0.71444 + 0.13443 + 0.00000], recall=[0.63155, 0.76533], precision=[0.62391, 0.37841], hit=[0.97998, 0.99309], ndcg=[0.80553, 0.89402], map=[0.86760, 0.81446], mrr=[0.90968, 0.91152], f1=[0.62730, 0.50616]
Epoch 51 [17.3s + 4.0s]: train==[0.82571=0.69003 + 0.13568 + 0.00000], recall=[0.63205, 0.76517], precision=[0.62437, 0.37833], hit=[0.98036, 0.99338], ndcg=[0.80602, 0.89410], map=[0.86735, 0.81446], mrr=[0.90956, 0.91138], f1=[0.62778, 0.50606]
Epoch 52 [17.2s + 4.0s]: train==[0.82405=0.68697 + 0.13708 + 0.00000], recall=[0.63367, 0.76616], precision=[0.62601, 0.37882], hit=[0.98043, 0.99306], ndcg=[0.80542, 0.89312], map=[0.86603, 0.81369], mrr=[0.90730, 0.90906], f1=[0.62942, 0.50672]
Epoch 53 [17.2s + 4.0s]: train==[0.80421=0.66588 + 0.13833 + 0.00000], recall=[0.63499, 0.76728], precision=[0.62733, 0.37937], hit=[0.97998, 0.99319], ndcg=[0.80634, 0.89385], map=[0.86684, 0.81483], mrr=[0.90801, 0.90986], f1=[0.63074, 0.50745]
Epoch 54 [17.2s + 4.2s]: train==[0.77856=0.63913 + 0.13942 + 0.00000], recall=[0.63591, 0.76824], precision=[0.62823, 0.37984], hit=[0.98052, 0.99335], ndcg=[0.80703, 0.89442], map=[0.86742, 0.81557], mrr=[0.90857, 0.91036], f1=[0.63164, 0.50808]
